"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NDJFYIVS","journalArticle","2017","Farzin, H.; Fotuhi-Firuzabad, M.; Moeini-Aghtaie, M.","Reliability Studies of Modern Distribution Systems Integrated With Renewable Generation and Parking Lots","IEEE Transactions on Sustainable Energy","","19493029 (ISSN)","10.1109/TSTE.2016.2598365","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018371490&doi=10.1109%2fTSTE.2016.2598365&partnerID=40&md5=3b065900f5318bfe415243293c0c5d88","This paper investigates the role of parking lots in improving the reliability of renewable-based distribution systems, through provision of vehicle-to-grid (V2G) programs during outage events. In this regard, municipal parking decks are viewed as distributed energy storage systems and the amount of available energy from these units in random contingency events is probabilistically modeled for reliability studies. Appropriate stochastic models are also introduced to capture the volatility and intermittency of renewable sources. Moreover, it is discussed that how the adopted outage management scheme (OMS) in contingency events can affect the reliability level of customers. In response, several OMSs on the basis of bankruptcy problem are proposed to fairly distribute the available resources among different microgrids/sections, once a failure occurs in the system. Subsequently, a general framework based on the non-sequential Monte Carlo simulation method is developed to evaluate different customers and system reliability indices in presence of emergency V2G programs. The effectiveness of the proposed framework is validated through implementation on a test system and several case studies are presented. The results suggest that realization of V2G programs offered by EV parking lots, accompanied by an appropriate OMS, can significantly enhance the reliability of supply in modern distribution networks. © 2016 IEEE.","2017","2024-01-24 11:17:57","2024-01-24 11:17:57","","431-440","","1","8","","IEEE Trans. Sustainable Energy","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Não se aplica</p> <p><strong>#desc_technique</strong></p> <p>O estudo utiliza modelos estocásticos em estacionamentos municipais através de sistemas distribuídos de armazenamento de energia. A quantidade de energia disponível dessas unidades em eventos de contingência aleatórios é modelada probabilisticamente para estudos de confiabilidade.</p> <p><strong>#eligible</strong></p> <p>E1</p> <p><strong>#FIM</strong></p> </div>","","","Renewable energy source; Renewable energy resources; Intelligent systems; Monte Carlo methods; Stochastic systems; Stochastic models; Distribution systems; Reliability; Sequential Monte Carlo simulation; Distributed energy storage systems; Multi-microgrid (MMG) distribution systems; Outage management; outage management scheme (OMS); parking deck; Parking deck; reliability; Reliability of supply; renewable energy sources (RESs); System reliability index","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EM3R8WYF","journalArticle","2015","Rigas, E.S.; Ramchurn, S.D.; Bassiliades, N.","Managing Electric Vehicles in the Smart Grid Using Artificial Intelligence: A Survey","IEEE Transactions on Intelligent Transportation Systems","","15249050 (ISSN)","10.1109/TITS.2014.2376873","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027957379&doi=10.1109%2fTITS.2014.2376873&partnerID=40&md5=fbafa110ae29c141f88b445ac3541f28","Along with the development of smart grids, the wide adoption of electric vehicles (EVs) is seen as a catalyst to the reduction of CO2 emissions and more intelligent transportation systems. In particular, EVs augment the grid with the ability to store energy at some points in the network and give it back at others and, therefore, help optimize the use of energy from intermittent renewable energy sources and let users refill their cars in a variety of locations. However, a number of challenges need to be addressed if such benefits are to be achieved. On the one hand, given their limited range and costs involved in charging EV batteries, it is important to design algorithms that will minimize costs and, at the same time, avoid users being stranded. On the other hand, collectives of EVs need to be organized in such a way as to avoid peaks on the grid that may result in high electricity prices and overload local distribution grids. In order to meet such challenges, a number of technological solutions have been proposed. In this paper, we focus on those that utilize artificial intelligence techniques to render EVs and the systems that manage collectives of EVs smarter. In particular, we provide a survey of the literature and identify the commonalities and key differences in the approaches. This allows us to develop a classification of key techniques and benchmarks that can be used to advance the state of the art in this space. © 2000-2011 IEEE.","2015","2024-01-24 11:17:57","2024-01-24 11:17:57","","1619-1635","","4","16","","IEEE Trans. Intell. Transp. Syst.","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Não se aplica</p> <p><strong>#desc_technique</strong></p> <p>O artigo fornece um levantamento da literatura, visando a identificação de pontos em comum com as principais diferenças nas abordagens, não se constitui em uma aplicação real.</p> <p><strong>#eligible</strong></p> <p>E1</p> <p><strong>#FIM</strong></p> </div>","","","Costs; Renewable energy source; Smart power grids; Renewable energy resources; Smart grid; Electric vehicles; Intelligent systems; smart grid; Electric power transmission networks; Artificial intelligence; electric vehicles (EVs); Electricity prices; Artificial intelligence (AI); Electric automobiles; Surveys; Artificial intelligence techniques; Electric Vehicles (EVs); Intelligent transportation systems; Amphibious vehicles; Local distributions; Technological solution; Vehicles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RUMAFCL6","journalArticle","2015","Elmahni, L.; Bouhouch, L.; Alaoui, R.; Moudden, A.","Modeling and control of a hybrid microgrid by multi-agent system","International Review of Electrical Engineering","","18276660 (ISSN)","10.15866/iree.v10i1.5176","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937868206&doi=10.15866%2firee.v10i1.5176&partnerID=40&md5=6d9ff1ba9de4c1a6ca0e8150e52e3153","For economic and ecological considerations and following reasons for the depletion of certain oil resources, the coupling of renewable energy sources with the production of hydrogen by electrolysis of water contributes to the development of intelligent networks called ""Smart Grid"" (SG). In this context, this paper aims to develop an algorithm for the management and control of a hybrid microgrid by multi-agent system (MAS). This hybrid Microgrid is composed of a photovoltaic source (PVECS), a fuel cell (PEMFC), an electrolyzer (ELZ), and a hydrogen storage system (H2TANK). Oversight of this microgrid is under the control of MAS and ensures optimum performance, taking into account constraints such as intermittent renewable energy, supply /demand balance and the price per kWh. © 2015, Praise Worthy Prize S.r.l. - All rights reserved.","2015","2024-01-24 11:17:57","2024-01-24 11:17:57","","145-153","","1","10","","Int. Rev. Elec. Eng.","","","","","","","","English","","","Scopus","","","","Publisher: Praise Worthy Prize S.r.l","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Sistema Multiagente</p> <p><strong>#desc_technique</strong></p> <p>O artigo desenvolveu um algoritmo para gerenciamento e controle de uma microrrede híbrida por sistema multiagente (MAS), composta por uma fonte fotovoltaica (PVECS), uma célula de combustível (PEMFC), um eletrolisador (ELZ) e um sistema de armazenamento de hidrogênio (H2TANK). A supervisão desta microrrede está sob o controlo do MAS e garante um ótimo desempenho, tendo em conta restrições como a energia renovável intermitente, o equilíbrio entre oferta e procura e o preço por kWh.</p> <p><strong>#eligible</strong></p> <p>I1</p> <p><strong>#FIM</strong></p> </div>","","","Microgrid; Photovoltaic; Electrolyzer; Fuel cell; MACSimJX; Multi-agent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U6G6JIRV","journalArticle","2016","Chen, Y.; Zheng, Y.; Luo, F.; Wen, J.; Xu, Z.","Reliability evaluation of distribution systems with mobile energy storage systems","IET Renewable Power Generation","","17521416 (ISSN)","10.1049/iet-rpg.2015.0608","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017430346&doi=10.1049%2fiet-rpg.2015.0608&partnerID=40&md5=3c7cfe31350c93ad587873831599118c","The development of battery energy storage system (BESS) facilitates the integration of renewable energy sources in the distribution system. Both distribution generation and mobile BESS (MBESS) can enhance the reliability of the distribution system. MBESS can facilitate the island operation of microgrids. This study proposes a set of methodologies to assess the reliability of power distribution network with the penetrations of MBESS and intermittent distribution sources. First, an analytic approach based on Markov models is applied for assessing the reliability analysis of the MBESS in distribution system. Then the method is verified by Monte Carlo simulation method and extended to a more complex distribution system. The model of MBESS is developed based on the real operation data. Case study on the IEEE test system has successfully verified the effectiveness of the proposed approach. © 2016 The Institution of Engineering and Technology.","2016","2024-01-24 11:17:57","2024-01-24 11:17:57","","1562-1569","","10","10","","IET. Renew. Power Gener.","","","","","","","","English","","","Scopus","","","","Publisher: Institution of Engineering and Technology","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Não se aplica</p> <p><strong>#desc_technique</strong></p> <p>O estudo propõe um conjunto de metodologias para avaliar a confiabilidade da rede de distribuição de energia com penetrações de MBESS e fontes de distribuição intermitentes. Primeiramente, uma abordagem analítica baseada em modelos de Markov é aplicada para avaliar a análise de confiabilidade do MBESS no sistema de distribuição. Em seguida o método é verificado pelo método de simulação de Monte Carlo e estendido para um sistema de distribuição mais complexo</p> <p><strong>#eligible</strong></p> <p>E1</p> <p><strong>#FIM</strong></p> </div>","","","Digital storage; Renewable energy resources; Intelligent systems; Monte Carlo methods; Markov processes; Battery energy storage systems; Power distribution network; Energy storage; Integration of renewable energies; Distribution systems; Energy storage systems; Reliability; Reliability analysis; Monte Carlo simulation methods; Distribution generation; Reliability Evaluation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JIGZXBPU","journalArticle","2018","Boudoudouh, S.; Maâroufi, M.","Multi agent system solution to microgrid implementation","Sustainable Cities and Society","","22106707 (ISSN)","10.1016/j.scs.2018.02.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042848884&doi=10.1016%2fj.scs.2018.02.020&partnerID=40&md5=478b46117d127bc31214d7e4918560f8","Microgrids contain various power systems with different power capacities and generation fluctuations. An overall power management strategy is necessary to manage power flows among all interconnected elements. This paper presents a multi –agent system solution to energy management in a microgrid based on distributed hybrid renewable energy generation and distributed consumption (vital loads and non-sensitive loads). The real model of each element connected is needed, enabling microgrid modeling and control. A new architecture using multi –agent system solution is proposed, allowing making all the calculations required in Matlab Simulink and the intelligent strategy of energy management is executed by agents designed by Jade. While the communication middleware between Jade and Simulink is carried out by MacsimJX. Finally, it was justified how multi agent system can be a suitable solution to microgrid implementation requirements. © 2018 Elsevier Ltd","2018","2024-01-24 11:17:57","2024-01-24 11:17:57","","252-261","","","39","","Sustainable Cities Soc.","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier Ltd","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Sistema Multiagente</p> <p><strong>#desc_technique</strong></p> <p>O artigo apresenta uma solução de sistema multiagente para gerenciamento de energia em uma microrrede baseada na geração híbrida distribuída de energia renovável e no consumo distribuído (cargas vitais e cargas não sensíveis). É necessário o modelo real de cada elemento conectado, possibilitando a modelagem e controle da microrrede</p> <p><strong>#eligible</strong></p> <p>I1</p> <p><strong>#FIM</strong></p> </div>","","","Energy management systems; Multi agent systems; Renewable energy source; Energy management; Renewable energy resources; Intelligent agents; Battery storage; Battery storage system; Renewable energy sources; Power management; Multi agent system; Bus voltage; Distributed energies; Distributed energy management; Distributed loads; MacsimJX; Matlab Simulink; MATLAB/ SIMULINK; Microgrid bus voltage control; Middleware; Silicate minerals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N5H4ENID","journalArticle","2017","Karavas, C.-S.; Arvanitis, K.; Papadakis, G.","A game theory approach to multi-agent decentralized energy management of autonomous polygeneration microgrids","Energies","","19961073 (ISSN)","10.3390/en10111756","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036617651&doi=10.3390%2fen10111756&partnerID=40&md5=6f363027cf21e49be2b262950b59aea2","Energy management systems are essential and indispensable for the secure and optimal operation of autonomous polygeneration microgrids which include distributed energy technologies and multiple electrical loads. In this paper, a multi-agent decentralized energy management system was designed. In particular, the devices of the microgrid under study were controlled as interactive agents. The energy management problem was formulated here through the application of game theory, in order to model the set of strategies between two players/agents, as a non-cooperative power control game or a cooperative one, according to the level of the energy produced by the renewable energy sources and the energy stored in the battery bank, for the purpose of accomplishing optimal energy management and control of the microgrid operation. The Nash equilibrium was used to compromise the possible diverging goals of the agents by maximizing their preferences. The proposed energy management system was then compared with a multi-agent decentralized energy management system where all the agents were assumed to be cooperative and employed agent coordination through Fuzzy Cognitive Maps. The results obtained from this comparison, demonstrate that the application of game theory based control, in autonomous polygeneration microgrids, can ensure operational and financial benefits over known energy management approaches incorporating distributed intelligence. © 2017 by the authors.","2017","2024-01-24 11:17:57","2024-01-24 11:17:57","","","","11","10","","Energies","","","","","","","","English","","","Scopus","","","","Publisher: MDPI AG","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Sistema Multiagente</p> <p><strong>#desc_technique</strong></p> <p>O artigo propõe um sistema de gerenciamento de energia descentralizado multiagente formulado através da aplicação da teoria dos jogos, a fim de modelar o conjunto de estratégias entre dois jogadores/agentes, como um jogo de controle de poder não cooperativo ou cooperativo, de acordo com o nível de energia produzida por as fontes de energia renováveis ​​e a energia armazenada no banco de baterias, com a finalidade de realizar o gerenciamento ideal de energia e o controle da operação da microrrede.</p> <p><strong>#eligible</strong></p> <p>I1</p> <p><strong>#FIM</strong></p> </div>","","","Energy management systems; Multi agent systems; Renewable energy source; Energy management; Renewable energy resources; Game theory; Microgrids; Decentralized energy management system; Autonomous agents; Power control; Micro grid; Microgrid operations; Distributed energies; Decentralized energy; Distributed intelligence; Multiple agents","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GU4VVK8I","journalArticle","2016","Pinto, T.; Morais, H.; Sousa, T.; Sousa, T.M.; Vale, Z.; Praça, I.; Faia, R.; Pires, E.J.S.","Adaptive Portfolio Optimization for Multiple Electricity Markets Participation","IEEE Transactions on Neural Networks and Learning Systems","","2162237X (ISSN)","10.1109/TNNLS.2015.2461491","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941126040&doi=10.1109%2fTNNLS.2015.2461491&partnerID=40&md5=b1256424b655a1cbb8541a854d589c7b","The increase of distributed energy resources, mainly based on renewable sources, requires new solutions that are able to deal with this type of resources' particular characteristics (namely, the renewable energy sources intermittent nature). The smart grid concept is increasing its consensus as the most suitable solution to facilitate the small players' participation in electric power negotiations while improving energy efficiency. The opportunity for players' participation in multiple energy negotiation environments (smart grid negotiation in addition to the already implemented market types, such as day-ahead spot markets, balancing markets, intraday negotiations, bilateral contracts, forward and futures negotiations, and among other) requires players to take suitable decisions on whether to, and how to participate in each market type. This paper proposes a portfolio optimization methodology, which provides the best investment profile for a market player, considering different market opportunities. The amount of power that each supported player should negotiate in each available market type in order to maximize its profits, considers the prices that are expected to be achieved in each market, in different contexts. The price forecasts are performed using artificial neural networks, providing a specific database with the expected prices in the different market types, at each time. This database is then used as input by an evolutionary particle swarm optimization process, which originates the most advantage participation portfolio for the market player. The proposed approach is tested and validated with simulations performed in multiagent simulator of competitive electricity markets, using real electricity markets data from the Iberian operator - MIBEL. © 2012 IEEE.","2016","2024-01-24 11:17:57","2024-01-24 11:17:57","","1720-1733","","8","27","","IEEE Trans. Neural Networks Learn. Sys.","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Rede Neural Artificial</p> <p><strong>#desc_technique</strong></p> <p>O artigo propõe uma metodologia de otimização de portfólio, que fornece o melhor perfil de investimento para um player de mercado, considerando diferentes oportunidades de mercado realizadas através de redes neurais artificiais, disponibilizando uma base de dados específica com os preços esperados nos diferentes tipos de mercado, em cada momento.</p> <p><strong>#eligible</strong></p> <p>I1</p> <p><strong>#FIM</strong></p> </div>","","","Costs; Renewable energy source; Smart power grids; Energy efficiency; Renewable energy resources; Distributed Energy Resources; Neural networks; Electric power transmission networks; Commerce; Power markets; Investments; Electricity market; Particle swarm optimization (PSO); Energy resources; Adaptive learning; artificial neural network (NN); Bilateral contracts; Competitive electricity markets; electricity markets; Evolutionary particle swarm optimizations; Financial data processing; Financial markets; Market opportunities; multiagent simulation; portfolio optimization; Portfolio optimization; swarm intelligence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJ8DLG32","journalArticle","2015","Avramescu, M.","Microgrid strategies and algorithms","UPB Scientific Bulletin, Series C: Electrical Engineering and Computer Science","","22863540 (ISSN)","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944742241&partnerID=40&md5=cbfd9127bb2cb9b27f64de5a4b684631","This paper describes a Microgrid controlled by multi- agent systems. A solution to supply high quality and non- polluting energy is the Microgrid concept. This network is based on renewable energy from units called distributed generation (DG). Microgrids integration in electricity networks is the next step towards the Smart Grid. A high -level design of microgrid is presented in this paper. By using multi -agent systems, problems are eliminated: flow control, integration of various sources of energy, self- healing, management of billing costs and real-time monitoring, energy storage, managing demand and load the article contains strategies and algorithms that will provide an intelligent behavior for agents and multi -agent system so that it can be solved or prevented any abnormal functioning of a Microgrid network. In order to test the effectiveness of the strategies, a framework was implemented with real-time simulation and subsequent analysis of the results.","2015","2024-01-24 11:17:57","2024-01-24 11:17:57","","17-30","","2","77","","UPB Sci. Bull. Ser. C Electr. Eng. Comput. Sci.","","","","","","","","English","","","Scopus","","","","","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Sistema Multiagente</p> <p><strong>#desc_technique</strong></p> <p>implementado um framework com simulação em tempo real.</p> <p><strong>#eligible</strong></p> <p>I1</p> <p><strong>#FIM</strong></p> </div>","","","Electric energy storage; Microgrid; Multi agent systems; Renewable energy source; Smart power grids; Energy efficiency; Renewable energy resources; Smart grid; Optimization; Electric power transmission networks; Electric power distribution; Intelligent agents; Distributed power generation; Algorithms; Smart Grid; Renewable Energy Sources; Real time systems; Micro grid; Distributed Generation; Electricity networks; Intelligent behavior; Multi-Agent System; Power Quality and Reliability; Real time monitoring; Real time simulations; Strategies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NSD76Z6P","journalArticle","2017","Leva, S.; Dolara, A.; Grimaccia, F.; Mussetta, M.; Ogliari, E.","Analysis and validation of 24 hours ahead neural network forecasting of photovoltaic output power","Mathematics and Computers in Simulation","","03784754 (ISSN)","10.1016/j.matcom.2015.05.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937891545&doi=10.1016%2fj.matcom.2015.05.010&partnerID=40&md5=f04a2e368120c28ae424dbec9299569f","In this paper an artificial neural network for photovoltaic plant energy forecasting is proposed and analyzed in terms of its sensitivity with respect to the input data sets. Furthermore, the accuracy of the method has been studied as a function of the training data sets and error definitions. The analysis is based on experimental activities carried out on a real photovoltaic power plant accompanied by clear sky model. In particular, this paper deals with the hourly energy prediction for all the daylight hours of the following day, based on 48 hours ahead weather forecast. This is very important due to the predictive features requested by smart grid application: renewable energy sources planning, in particular storage system sizing, and market of energy. © 2015 International Association for Mathematics and Computers in Simulation (IMACS)","2017","2024-01-24 11:17:58","2024-01-24 11:17:58","","88-100","","","131","","Math Comput Simul","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier B.V.","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Rede Neural Artificial</p> <p><strong>#desc_technique</strong></p> <p>O artigo aborda uma rede neural artificial para previsão de energia de usinas fotovoltaicas para analisar conjuntos de dados de entrada. A precisão do método foi estudada em função dos conjuntos de dados de treinamento e das definições de erros. A análise é baseada em atividades experimentais realizadas em uma usina fotovoltaica real acompanhada de modelo de céu claro. O artigo trata da previsão energética horária para todas as horas do dia seguinte, com base na previsão meteorológica com 48 horas de antecedência.</p> <p><strong>#eligible</strong></p> <p>I1</p> <p><strong>#FIM</strong></p> </div>","","","Renewable energy source; Smart power grids; Digital storage; Renewable energy resources; Neural networks; Electric power transmission networks; Forecasting; Artificial neural network; Photovoltaic systems; Weather forecasting; Photovoltaic cells; Smart grid applications; Photovoltaic system; Balloons; Energy forecasting; Experimental activities; PhotoVoltaic plant; Photovoltaic power plant; Training data sets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5BJRF75U","journalArticle","2018","Han, Y.; Zhang, K.; Li, H.; Coelho, E.A.A.; Guerrero, J.M.","MAS-Based Distributed Coordinated Control and Optimization in Microgrid and Microgrid Clusters: A Comprehensive Overview","IEEE Transactions on Power Electronics","","08858993 (ISSN)","10.1109/TPEL.2017.2761438","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031773974&doi=10.1109%2fTPEL.2017.2761438&partnerID=40&md5=8d5b6d49fa8a6ae3480b93d14b88a256","The increasing integration of the distributed renewable energy sources highlights the requirement to design various control strategies for microgrids (MGs) and microgrid clusters (MGCs). The multiagent system (MAS)-based distributed coordinated control strategies show the benefits to balance the power and energy, stabilize voltage and frequency, achieve economic and coordinated operation among the MGs and MGCs. However, the complex and diverse combinations of distributed generations (DGs) in MAS increase the complexity of system control and operation. In order to design the optimized configuration and control strategy using MAS, the topology models and mathematic models such as the graph topology model, noncooperative game model, the genetic algorithm, and particle swarm optimization algorithm are summarized. The merits and drawbacks of these control methods are compared. Moreover, since the consensus is a vital problem in the complex dynamical systems, the distributed MAS-based consensus protocols are systematically reviewed. On the other hand, the communication delay issue, which is inevitable no matter in the low- or high-bandwidth communication networks, is crucial to maintain the stability of the MGs and MGCs with fixed and random delays. Various control strategies to compensate the effect of communication delays have been reviewed, such as the neural network-based predictive control, the weighted average predictive control, the gain scheduling scheme, and synchronization schemes based on the multitimer model for the case of fixed communication delay, and the generalized predictive control, networked predictive control, model predictive control, Smith predictor, H-based control, sliding mode control for the random communication delay scenarios. Furthermore, various control methods have been summarized to describe switching topologies in MAS with different objectives, such as the plug-in or plug-out of DGs in an MG, and the plug-in or plug-out of MGs in an MGC, and multiagent-based energy coordination and the economic dispatch of the MGC. Finally, the future research directions of the multiagent-based distributed coordinated control and optimization in MGs and MGCs are also presented. © 1986-2012 IEEE.","2018","2024-01-24 11:17:58","2024-01-24 11:17:58","","6488-6508","","8","33","","IEEE Trans Power Electron","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Sistema Multiagente</p> <p><strong>#desc_technique</strong></p> <p>O projeto e configuração otimizada e a estratégia de controle foi realizada utilizando Sistemas Multiagentes, os modelos de topologia e modelos matemáticos, como o modelo de topologia de grafos, o modelo de jogo não cooperativo, o algoritmo genético e o algoritmo de otimização de enxame de partículas são resumidos. Os méritos e desvantagens destes métodos de controle são comparados. Além disso, uma vez que o consenso é um problema vital nos sistemas dinâmicos complexos, os protocolos de consenso distribuídos baseados em MAS são revisados ​​sistematicamente. Por outro lado, a questão do atraso na comunicação, que é inevitável independentemente das redes de comunicação de baixa ou alta largura de banda, é crucial para manter a estabilidade dos MGs e MGCs com atrasos fixos e aleatórios.</p> <p><strong>#eligible</strong></p> <p>I1</p> <p><strong>#FIM</strong></p> </div>","","","Multi agent systems; Renewable energy resources; Communication delay; Communication delays; Sliding mode control; Micro grid; Model predictive control; hierarchical control; consensus; Coordinated control strategy; Generalized predictive control; Hierarchical control; High-bandwidth communication networks; microgrid clusters (MGC); microgrids (MG); multiagent system (MAS); Networked predictive controls","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RVLRT25S","journalArticle","2017","Khan, Z.A.; Jayaweera, D.","Approach for smart meter load profiling in Monte Carlo simulation applications","IET Generation, Transmission and Distribution","","17518687 (ISSN)","10.1049/iet-gtd.2016.2084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028556562&doi=10.1049%2fiet-gtd.2016.2084&partnerID=40&md5=05d94055e92058d9619c7d4038612288","Smart grids introduce new technological elements into power systems which take prevalent challenges to a new level by shaping parameters of power systems towards a complex regime of uncertainties. Rapid proliferation of advanced metering infrastructure (AMI) and integration of renewable energy sources in smart grids increase system-wide complexities. This study proposes an innovative approach to classify the energy consumptions of smart meter customers with typical profiles by processing with multi-layered clustering of energy consumption data of smart consumers extracted from the AMI. There are two stages for the approach of which the first stage analyses the data for intra-cluster similarity of energy consumption patterns and in case the patterns do not have a high intra-cluster similarity, they are fed back for re-clustering with multi-layered clustering process until the clearly identifiable energy patterns with high intra-cluster similarity is obtained. The second stage linearises the complex energy patterns using interpolant and curve fitting techniques until stabilised profiles are obtained. This study also proposes a methodology for smart meter load modelling for Monte Carlo (MC) simulation applications to reduce the computing time compared with traditional alternatives. This study validates the robustness of the approach and provides the corroboration of the method for MC simulation applications in a smart grid environment. © The Institution of Engineering and Technology.","2017","2024-01-24 11:17:58","2024-01-24 11:17:58","","1856-1864","","7","11","","IET Gener. Transm. Distrib.","","","","","","","","English","","","Scopus","","","","Publisher: Institution of Engineering and Technology","<div data-schema-version=""8""><p><strong>#RSL</strong></p> <p><strong>#technique_used</strong></p> <p>Clusterização</p> <p><strong>#desc_technique</strong></p> <p>O estudo propõe uma abordagem inovadora para classificar os consumos de energia de clientes de medidores inteligentes com perfis típicos, processando com agrupamento multicamadas de dados de consumo de energia de consumidores inteligentes extraídos da infra-estruturas de medição avançada. A primeira etapa analisa os dados quanto à similaridade intra-cluster dos padrões de consumo de energia e a segunda etapa lineariza os padrões complexos de energia usando técnicas de interpolação e ajuste de curvas até que perfis estabilizados sejam obtidos</p> <p><strong>#eligible</strong></p> <p>I1</p> <p><strong>#FIM</strong></p> </div>","","","Smart power grids; Renewable energy resources; Intelligent systems; Monte Carlo methods; Electric power transmission networks; Energy utilization; Energy consumption datum; Integration of renewable energies; Electric load management; Smart meters; Clustering algorithms; Advanced metering infrastructures; Complex energy; Curve fitting; Curve fitting technique; Energy patterns; Innovative approaches; Load profiling; Stage analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
